Hisse,RSI(A),RSI(A)↑,MACD(A)↑,OBV(A)↑,OBV ATH~,RSI(H),RSI(H)↑,MACD(H)↑,SINYAL
KRVGD,42.5,❌,❌,❌,❌,29.5,❌,❌,—
HDFGS,43.3,❌,❌,❌,❌,29.5,❌,❌,—
IZENR,33.8,❌,❌,❌,❌,29.5,❌,❌,—
PARSN,38.6,❌,❌,❌,❌,29.5,❌,❌,—
SMRTG,37.5,❌,❌,❌,❌,29.6,❌,❌,—
ISSEN,36.9,❌,❌,❌,❌,29.7,❌,❌,—
BURCE,46.4,❌,❌,❌,❌,29.7,❌,❌,—
TRILC,36.8,❌,❌,❌,❌,29.9,❌,✅,—
TLMAN,39.6,❌,❌,❌,❌,29.9,❌,❌,—
ZEDUR,38.5,❌,❌,❌,❌,30.0,❌,❌,—
GLRYH,37.3,❌,❌,❌,❌,30.0,❌,❌,—
SELVA,40.5,❌,❌,❌,❌,30.1,❌,❌,—
KUTPO,44.2,❌,❌,❌,❌,30.1,❌,❌,—
TUKAS,37.0,❌,✅,❌,❌,30.2,❌,❌,—
BYDNR,43.4,❌,❌,❌,❌,30.2,❌,❌,—
KONTR,33.4,❌,❌,❌,❌,30.3,❌,✅,—
KFEIN,42.0,❌,❌,❌,❌,30.3,❌,❌,—
A1YEN,40.0,❌,❌,❌,❌,30.4,❌,❌,—
ENSRI,40.7,❌,❌,❌,❌,30.4,❌,✅,—
MNDTR,36.4,❌,❌,❌,❌,30.5,❌,❌,—
ECZYT,47.7,❌,❌,❌,✅,30.5,❌,❌,—
FENER,34.4,❌,✅,❌,❌,30.5,❌,✅,—
SRVGY,37.5,❌,❌,❌,❌,30.7,❌,❌,—
SAMAT,39.5,❌,❌,❌,❌,30.7,❌,❌,—
CRDFA,49.1,❌,❌,❌,✅,30.7,❌,❌,—
KRSTL,46.9,❌,❌,❌,❌,30.8,❌,❌,—
CASA,38.7,❌,❌,❌,❌,30.8,❌,❌,—
TUCLK,36.1,❌,❌,❌,❌,30.9,❌,❌,—
IHLAS,39.4,❌,❌,❌,❌,30.9,❌,✅,—
KOPOL,36.6,❌,❌,❌,❌,30.9,❌,❌,—
GZNMI,39.2,❌,❌,❌,❌,31.0,❌,❌,—
COSMO,42.3,❌,❌,❌,❌,31.0,❌,❌,—
DMSAS,41.2,❌,❌,❌,❌,31.0,❌,❌,—
BMSCH,42.4,❌,❌,❌,❌,31.1,❌,❌,—
LINK,38.8,❌,❌,❌,❌,31.2,❌,❌,—
SMART,41.6,❌,❌,❌,❌,31.3,❌,❌,—
YATAS,42.0,❌,❌,❌,❌,31.3,❌,❌,—
HUBVC,43.2,❌,❌,❌,❌,31.3,❌,❌,—
ULAS,42.6,❌,❌,❌,❌,31.4,❌,❌,—
TUREX,42.9,❌,❌,❌,❌,31.4,❌,❌,—
IHLGM,41.2,❌,❌,❌,❌,31.4,❌,❌,—
ALKA,44.2,❌,❌,❌,❌,31.5,❌,❌,—
GLBMD,43.9,❌,❌,❌,❌,31.6,❌,❌,—
ISYAT,41.0,❌,❌,❌,❌,31.6,❌,❌,—
ALFAS,39.1,❌,❌,❌,❌,31.6,❌,❌,—
UFUK,46.9,❌,❌,❌,❌,31.6,❌,❌,—
OSMEN,36.5,❌,✅,❌,❌,31.6,❌,❌,—
DESA,43.3,❌,❌,❌,✅,31.6,❌,❌,—
YYLGD,42.0,❌,❌,❌,❌,31.7,❌,❌,—
ERCB,32.8,❌,❌,❌,❌,31.7,❌,❌,—
AKSUE,45.2,❌,❌,❌,❌,31.7,❌,❌,—
YUNSA,46.2,❌,❌,❌,✅,31.8,❌,❌,—
KLKIM,41.9,❌,❌,❌,❌,31.8,❌,❌,—
SEYKM,41.0,❌,❌,❌,❌,31.9,❌,❌,—
BERA,39.9,❌,❌,❌,❌,31.9,❌,❌,—
IHGZT,40.8,❌,❌,❌,❌,32.0,❌,❌,—
BIENY,31.0,❌,❌,❌,❌,32.1,❌,❌,—
BFREN,32.6,❌,✅,❌,❌,32.1,❌,❌,—
ARENA,40.6,❌,❌,❌,❌,32.1,❌,❌,—
PAPIL,41.0,❌,❌,❌,❌,32.3,❌,❌,—
SNGYO,42.2,❌,❌,❌,❌,32.3,❌,❌,—
OSTIM,38.4,❌,❌,❌,❌,32.3,❌,❌,—
RUZYE,41.0,❌,❌,❌,❌,32.4,❌,❌,—
TSGYO,40.2,❌,❌,❌,❌,32.5,❌,❌,—
SNICA,30.8,❌,❌,❌,❌,32.6,❌,❌,—
KAREL,40.3,❌,❌,❌,❌,32.6,❌,❌,—
AVHOL,41.2,❌,❌,❌,❌,32.7,❌,❌,—
KSTUR,41.4,❌,❌,❌,❌,32.7,❌,❌,—
ACSEL,45.6,❌,❌,❌,❌,32.7,❌,❌,—
KLMSN,43.9,❌,❌,❌,✅,32.8,❌,❌,—
VESBE,31.1,❌,❌,❌,❌,33.0,❌,❌,—
EKSUN,41.0,❌,❌,❌,❌,33.0,❌,❌,—
PENTA,38.9,❌,❌,❌,❌,33.0,❌,❌,—
TKNSA,39.8,❌,❌,❌,❌,33.1,❌,❌,—
POLTK,36.8,❌,❌,❌,❌,33.2,❌,❌,—
EUYO,44.1,❌,❌,❌,❌,33.2,❌,❌,—
ARCLK,38.1,❌,❌,❌,❌,33.2,❌,❌,—
ALCTL,43.1,❌,❌,❌,❌,33.3,❌,❌,—
ULUFA,47.6,❌,❌,❌,❌,33.3,❌,❌,—
TEKTU,43.4,❌,❌,❌,❌,33.4,❌,❌,—
MAKIM,38.9,❌,❌,❌,❌,33.4,❌,❌,—
GLCVY,43.9,❌,❌,❌,❌,33.4,❌,❌,—
ALKIM,42.4,❌,❌,❌,✅,33.5,❌,❌,—
YAYLA,43.2,❌,❌,❌,❌,33.6,❌,❌,—
IDGYO,41.6,❌,❌,❌,❌,33.6,❌,❌,—
ZOREN,35.8,❌,❌,❌,❌,33.7,❌,❌,—
PLTUR,42.9,❌,❌,❌,❌,33.7,❌,❌,—
PRKAB,43.8,❌,❌,❌,❌,33.7,❌,❌,—
VKFYO,44.1,❌,❌,❌,❌,33.8,❌,❌,—
MARBL,39.4,❌,❌,❌,❌,33.9,❌,❌,—
BRYAT,43.6,❌,❌,❌,❌,33.9,❌,❌,—
BAKAB,44.0,❌,❌,❌,❌,34.0,❌,❌,—
PGSUS,37.8,✅,❌,✅,❌,34.1,❌,✅,—
GRNYO,43.8,❌,❌,❌,❌,34.1,❌,❌,—
GOLTS,41.9,❌,❌,❌,❌,34.3,❌,❌,—
KTSKR,46.3,❌,❌,❌,❌,34.3,❌,❌,—
BRKSN,43.9,❌,❌,❌,❌,34.3,❌,❌,—
ECILC,47.2,❌,❌,❌,✅,34.4,❌,❌,—
PINSU,49.2,❌,❌,❌,✅,34.4,❌,❌,—
ERSU,46.4,❌,❌,❌,❌,34.4,❌,❌,—
CLEBI,44.5,❌,❌,❌,❌,34.5,❌,❌,—
ASUZU,41.8,❌,❌,❌,❌,34.5,❌,❌,—
KLGYO,42.9,❌,❌,❌,✅,34.5,❌,❌,—
BLCYT,43.2,❌,❌,❌,❌,34.5,❌,❌,—
ESEN,42.6,❌,❌,❌,❌,34.5,❌,❌,—
GOKNR,40.4,❌,❌,❌,❌,34.6,❌,❌,—
KAYSE,40.2,❌,❌,❌,❌,34.6,❌,❌,—
HEKTS,32.6,❌,✅,❌,❌,34.6,❌,❌,—
LKMNH,44.1,❌,❌,❌,✅,34.7,❌,❌,—
PRDGS,41.5,❌,❌,❌,❌,34.7,❌,❌,—
QUAGR,40.2,❌,❌,❌,❌,34.7,❌,❌,—
DOGUB,48.2,❌,❌,❌,❌,34.8,❌,❌,—
PENGD,47.0,❌,❌,❌,✅,34.8,❌,❌,—
GATEG,50.1,❌,❌,❌,✅,34.8,❌,❌,—
EMNIS,38.9,❌,❌,❌,❌,34.9,❌,❌,—
INTEM,45.6,❌,❌,❌,❌,35.0,❌,❌,—
OYAYO,47.5,❌,❌,❌,❌,35.0,❌,❌,—
HEDEF,46.0,❌,❌,❌,✅,35.0,❌,❌,—
CANTE,40.0,❌,❌,❌,❌,35.1,❌,✅,—
BEYAZ,43.5,❌,❌,❌,❌,35.2,❌,❌,—
VKGYO,50.2,❌,❌,❌,✅,35.2,❌,❌,—
TMPOL,47.1,❌,❌,❌,❌,35.3,❌,❌,—
PSGYO,45.6,❌,❌,❌,❌,35.3,❌,❌,—
ESCAR,47.4,❌,❌,❌,❌,35.3,❌,❌,—
MAGEN,49.0,❌,❌,❌,❌,35.4,❌,❌,—
GWIND,43.4,❌,❌,❌,❌,35.4,❌,❌,—
ATEKS,44.5,❌,❌,❌,✅,35.5,❌,❌,—
BIZIM,40.0,❌,❌,❌,❌,35.5,❌,❌,—
KENT,35.5,❌,❌,❌,❌,35.5,❌,❌,—
IZFAS,48.0,❌,❌,❌,❌,35.6,❌,❌,—
BRKVY,45.6,❌,❌,❌,❌,35.7,❌,❌,—
DESPC,41.6,❌,❌,❌,❌,35.7,❌,❌,—
DYOBY,43.8,❌,❌,❌,❌,35.8,❌,❌,—
ISKPL,44.8,❌,❌,❌,❌,35.9,❌,❌,—
CIMSA,47.5,❌,❌,❌,❌,35.9,❌,❌,—
DGATE,49.7,❌,❌,❌,✅,35.9,❌,❌,—
PNLSN,43.9,❌,❌,❌,❌,36.1,❌,❌,—
BRISA,44.4,❌,❌,❌,❌,36.2,❌,❌,—
KUYAS,50.3,❌,❌,❌,✅,36.2,❌,❌,—
INGRM,42.1,❌,❌,❌,❌,36.2,❌,❌,—
DGNMO,43.6,❌,❌,❌,❌,36.3,❌,❌,—
GESAN,45.1,❌,❌,❌,❌,36.4,❌,❌,—
HATEK,42.1,❌,❌,❌,❌,36.4,❌,❌,—
MTRYO,47.0,❌,❌,❌,❌,36.4,❌,❌,—
SKBNK,46.2,❌,❌,❌,❌,36.4,❌,❌,—
MZHLD,39.0,❌,❌,❌,❌,36.5,❌,❌,—
GRSEL,51.0,❌,❌,❌,❌,36.5,❌,❌,—
AFYON,47.8,❌,❌,❌,✅,36.6,❌,❌,—
ATLAS,45.0,❌,❌,❌,❌,36.8,❌,❌,—
INVEO,43.2,❌,❌,❌,❌,36.9,❌,❌,—
OBASE,46.3,❌,❌,❌,❌,36.9,❌,❌,—
SUMAS,42.9,❌,❌,❌,❌,37.0,❌,❌,—
MNDRS,44.7,❌,❌,❌,❌,37.0,❌,❌,—
CWENE,45.0,❌,❌,❌,❌,37.0,❌,❌,—
GSRAY,33.5,❌,✅,❌,❌,37.1,❌,❌,—
YAPRK,40.7,❌,❌,❌,❌,37.1,❌,❌,—
PEKGY,49.0,❌,❌,❌,❌,37.1,❌,❌,—
HLGYO,53.9,❌,❌,❌,✅,37.1,❌,❌,—
INTEK,39.3,❌,❌,❌,❌,37.1,❌,❌,—
MSGYO,49.8,❌,❌,❌,✅,37.2,❌,❌,—
MGROS,50.4,❌,❌,❌,❌,37.3,❌,❌,—
ULKER,45.1,❌,❌,❌,❌,37.3,❌,❌,—
PKART,52.1,❌,❌,❌,❌,37.3,❌,❌,—
DOAS,48.2,❌,❌,❌,✅,37.4,❌,❌,—
LIDFA,51.2,❌,❌,❌,❌,37.4,❌,❌,—
FADE,44.4,❌,❌,❌,❌,37.4,❌,❌,—
BASCM,48.2,❌,❌,❌,❌,37.5,❌,❌,—
SANFM,44.2,❌,❌,❌,✅,37.6,❌,❌,—
NUGYO,46.1,❌,❌,❌,❌,37.6,❌,❌,—
RODRG,45.9,❌,❌,❌,❌,37.6,❌,❌,—
MIATK,42.3,❌,❌,❌,❌,37.6,❌,❌,—
BIOEN,44.4,❌,❌,❌,❌,37.6,❌,❌,—
EGSER,42.6,❌,❌,❌,❌,37.7,❌,❌,—
BURVA,52.0,❌,❌,❌,❌,37.8,❌,❌,—
DERIM,44.7,❌,❌,❌,✅,37.9,❌,❌,—
AKSEN,54.4,❌,❌,❌,✅,37.9,❌,❌,—
SNPAM,48.0,❌,❌,❌,✅,37.9,❌,❌,—
NIBAS,47.1,❌,❌,❌,❌,37.9,❌,❌,—
BNTAS,40.1,❌,❌,❌,✅,38.0,❌,❌,—
BESLR,45.3,❌,❌,❌,❌,38.0,❌,❌,—
IHAAS,48.2,❌,❌,❌,❌,38.1,❌,❌,—
TTRAK,39.5,❌,❌,❌,❌,38.2,❌,❌,—
GEDZA,47.5,❌,❌,❌,❌,38.2,❌,❌,—
SUWEN,38.4,❌,❌,❌,❌,38.3,❌,❌,—
MOBTL,55.8,❌,❌,❌,✅,38.6,❌,❌,—
DGGYO,45.6,❌,❌,❌,✅,38.7,❌,❌,—
RNPOL,50.0,❌,❌,❌,❌,38.7,❌,❌,—
BRKO,47.2,❌,❌,❌,✅,38.7,❌,❌,—
FROTO,45.1,❌,❌,❌,❌,38.8,❌,❌,—
GSDHO,47.9,❌,❌,❌,✅,38.9,❌,❌,—
MERCN,46.3,❌,❌,❌,❌,38.9,❌,❌,—
BANVT,41.3,❌,❌,❌,❌,39.0,❌,❌,—
BUCIM,41.5,❌,❌,❌,❌,39.0,❌,❌,—
ISGSY,54.9,❌,❌,❌,✅,39.0,❌,❌,—
AYES,57.0,❌,❌,❌,✅,39.0,❌,❌,—
AYCES,46.0,❌,❌,❌,❌,39.0,❌,❌,—
ALGYO,46.0,❌,❌,❌,❌,39.1,❌,❌,—
ULUSE,49.6,❌,❌,❌,❌,39.1,❌,❌,—
BRMEN,48.7,❌,❌,❌,✅,39.1,❌,❌,—
DOKTA,44.3,❌,❌,❌,❌,39.1,❌,❌,—
NUHCM,45.3,❌,❌,❌,❌,39.1,❌,❌,—
NTHOL,47.6,❌,❌,❌,✅,39.2,❌,❌,—
GEDIK,52.2,❌,❌,❌,❌,39.2,❌,❌,—
OZGYO,52.4,❌,❌,❌,❌,39.2,❌,❌,—
KLNMA,42.1,❌,✅,❌,❌,39.3,❌,❌,—
EDATA,53.9,❌,❌,❌,✅,39.4,❌,❌,—
FRIGO,48.5,❌,❌,❌,❌,39.4,❌,❌,—
AKFGY,47.8,❌,❌,❌,❌,39.4,❌,❌,—
BVSAN,43.4,❌,❌,❌,❌,39.4,❌,❌,—
FONET,55.0,❌,❌,❌,❌,39.4,❌,❌,—
MERIT,49.0,❌,❌,❌,❌,39.4,❌,❌,—
VANGD,57.3,❌,❌,❌,✅,39.5,❌,❌,—
QNBFK,42.7,❌,❌,❌,❌,39.5,❌,❌,—
SDTTR,47.0,❌,❌,❌,✅,39.5,❌,❌,—
PSDTC,46.9,❌,❌,❌,✅,39.6,❌,❌,—
ISFIN,54.6,❌,❌,❌,❌,39.6,❌,❌,—
INFO,49.1,❌,❌,❌,❌,39.6,❌,❌,—
SEKUR,54.3,❌,❌,❌,✅,39.6,❌,❌,—
AZTEK,43.9,✅,❌,✅,❌,39.7,✅,❌,—
AYEN,50.5,❌,❌,❌,✅,39.7,❌,❌,—
SKTAS,41.8,❌,❌,❌,❌,39.8,❌,❌,—
DAGI,51.9,❌,❌,❌,✅,39.8,❌,❌,—
SUNTK,47.4,❌,❌,❌,❌,39.8,❌,❌,—
CMBTN,38.9,❌,❌,❌,❌,39.9,❌,❌,—
ULUUN,48.1,❌,❌,❌,✅,39.9,❌,❌,—
VAKKO,48.2,❌,❌,❌,✅,39.9,❌,❌,—
OTKAR,40.4,❌,❌,❌,❌,40.0,❌,❌,—
GEREL,54.0,❌,❌,❌,✅,40.0,❌,❌,—
BASGZ,59.2,❌,❌,❌,✅,40.1,❌,❌,—
TGSAS,51.5,❌,❌,❌,✅,40.2,❌,❌,—
ISBIR,42.1,❌,❌,❌,❌,40.2,❌,❌,—
KCAER,47.1,❌,❌,❌,✅,40.6,❌,❌,—
SANEL,52.0,❌,❌,❌,❌,40.7,❌,❌,—
SARKY,52.2,❌,❌,❌,❌,40.7,❌,❌,—
KMPUR,43.9,❌,❌,❌,❌,40.8,❌,❌,—
VESTL,33.4,✅,✅,✅,❌,40.9,❌,❌,—
PETUN,48.8,❌,❌,❌,❌,40.9,❌,❌,—
TSPOR,42.3,❌,❌,❌,❌,41.0,❌,❌,—
MACKO,51.5,❌,❌,❌,❌,41.1,❌,❌,—
AKENR,46.3,❌,❌,❌,❌,41.1,❌,❌,—
AVOD,48.4,❌,❌,❌,❌,41.1,❌,❌,—
SANKO,45.7,✅,❌,✅,❌,41.1,❌,❌,—
UMPAS,56.5,✅,❌,❌,❌,41.2,❌,✅,—
RUBNS,46.5,❌,❌,❌,❌,41.2,❌,❌,—
TDGYO,46.5,❌,❌,❌,❌,41.2,❌,❌,—
THYAO,50.8,❌,❌,❌,❌,41.2,❌,❌,—
BIGTK,47.1,❌,❌,❌,❌,41.3,❌,❌,—
JANTS,39.7,❌,❌,❌,❌,41.3,❌,❌,—
PNSUT,47.7,❌,❌,❌,❌,41.3,❌,❌,—
ETYAT,54.6,❌,❌,❌,✅,41.3,❌,❌,—
MAVI,50.1,✅,❌,✅,❌,41.4,❌,❌,—
DENGE,43.9,❌,❌,❌,❌,41.4,❌,❌,—
DZGYO,49.8,✅,❌,✅,✅,41.5,❌,❌,—
GARFA,50.0,❌,❌,❌,✅,41.5,❌,❌,—
TERA,52.9,❌,❌,❌,✅,41.5,❌,❌,—
OYAKC,48.9,❌,❌,❌,❌,41.6,❌,❌,—
ISMEN,49.4,✅,❌,✅,❌,41.6,❌,✅,—
CUSAN,47.0,❌,❌,❌,✅,41.7,❌,❌,—
ALCAR,41.2,❌,❌,❌,❌,41.7,❌,❌,—
ADEL,42.5,❌,✅,❌,❌,41.8,❌,❌,—
EUPWR,51.2,❌,❌,❌,❌,41.8,❌,❌,—
FMIZP,46.0,❌,❌,❌,❌,41.9,❌,❌,—
GOODY,42.6,❌,❌,❌,✅,41.9,❌,❌,—
MEPET,54.0,❌,❌,❌,❌,41.9,❌,❌,—
MAALT,49.1,❌,❌,❌,❌,42.0,❌,❌,—
ESCOM,53.0,❌,❌,❌,✅,42.1,❌,❌,—
POLHO,63.4,❌,❌,❌,✅,42.2,❌,❌,—
KORDS,47.4,❌,❌,❌,❌,42.3,❌,❌,—
NTGAZ,58.5,❌,❌,❌,✅,42.4,❌,❌,—
GENIL,48.5,❌,❌,❌,✅,42.4,❌,❌,—
TCELL,53.4,✅,❌,✅,❌,42.4,❌,❌,—
BAGFS,46.4,❌,❌,❌,❌,42.4,❌,❌,—
OZKGY,50.4,❌,❌,❌,✅,42.5,❌,❌,—
BOBET,43.5,❌,❌,❌,❌,42.5,❌,❌,—
IZMDC,51.8,❌,❌,❌,✅,42.6,❌,❌,—
DIRIT,47.3,❌,❌,❌,❌,42.8,❌,❌,—
TURGG,47.4,❌,❌,❌,❌,42.9,❌,❌,—
BALAT,51.2,❌,❌,❌,❌,42.9,❌,❌,—
ICBCT,52.4,❌,❌,❌,❌,42.9,❌,❌,—
YEOTK,55.3,❌,❌,❌,❌,43.0,❌,❌,—
UNLU,41.9,✅,❌,✅,❌,43.0,✅,✅,—
PRKME,46.5,❌,❌,❌,❌,43.1,❌,❌,—
TTKOM,51.5,✅,❌,✅,✅,43.1,❌,❌,—
EDIP,53.1,❌,❌,❌,✅,43.3,❌,❌,—
RALYH,53.7,❌,❌,❌,✅,43.3,❌,❌,—
TABGD,55.9,❌,❌,❌,❌,43.4,❌,❌,—
MTRKS,51.5,❌,❌,❌,✅,43.5,❌,❌,—
AGYO,49.2,❌,❌,❌,❌,43.5,❌,❌,—
BRLSM,46.9,❌,❌,❌,❌,43.6,❌,❌,—
METRO,58.1,❌,❌,❌,✅,43.6,❌,❌,—
TSKB,49.8,❌,❌,❌,❌,43.6,❌,❌,—
SISE,49.1,✅,❌,✅,❌,43.6,❌,❌,—
SAYAS,48.0,❌,❌,❌,❌,43.7,❌,❌,—
PAGYO,62.4,❌,❌,❌,✅,43.8,❌,❌,—
AKMGY,54.6,❌,❌,❌,❌,43.9,❌,❌,—
AKCNS,57.8,❌,❌,❌,✅,44.2,❌,❌,—
EGEEN,40.3,✅,❌,✅,❌,44.2,❌,✅,—
KARSN,45.5,❌,❌,❌,❌,44.2,❌,❌,—
HKTM,45.0,❌,❌,❌,❌,44.3,❌,❌,—
KARTN,53.9,❌,❌,❌,❌,44.3,❌,❌,—
KNFRT,48.3,❌,❌,❌,❌,44.4,❌,❌,—
DOHOL,56.9,❌,❌,❌,❌,44.5,❌,❌,—
ENKAI,60.8,❌,❌,❌,❌,44.5,❌,❌,—
SASA,39.9,❌,❌,❌,❌,44.6,❌,❌,—
OZRDN,59.4,❌,❌,❌,❌,44.6,❌,❌,—
DNISI,49.2,❌,❌,❌,✅,44.6,❌,❌,—
TBORG,50.2,❌,❌,❌,❌,44.8,❌,❌,—
KRDMB,64.0,❌,❌,❌,✅,44.8,❌,❌,—
AYDEM,51.6,❌,❌,❌,✅,44.9,❌,❌,—
ISBTR,48.4,❌,❌,❌,❌,45.0,❌,❌,—
EGPRO,56.2,❌,❌,❌,❌,45.1,❌,❌,—
TATGD,47.9,❌,✅,❌,❌,45.1,❌,❌,—
TURSG,63.2,❌,❌,❌,❌,45.1,❌,❌,—
AKFYE,53.3,❌,❌,❌,❌,45.2,❌,❌,—
KRONT,57.6,❌,❌,❌,❌,45.2,❌,❌,—
GOZDE,48.0,❌,❌,❌,❌,45.2,❌,❌,—
GLYHO,64.5,❌,❌,❌,✅,45.3,❌,❌,—
KZGYO,43.3,✅,❌,✅,❌,45.4,❌,❌,—
MANAS,56.9,❌,❌,❌,❌,45.4,❌,❌,—
ODAS,51.6,❌,❌,❌,❌,45.5,❌,❌,—
ANSGR,59.1,❌,❌,❌,❌,45.5,❌,❌,—
BLUME,52.2,❌,❌,❌,❌,45.6,❌,❌,—
